label,orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2
0.0,3.664964374,3.9058,0.0157,-0.0157,90800.0,280.0,-280.0,30.98,8.78,-4.74,1184.0,5726.0,177.0,-197.0,0.987,0.28,-0.151
0.0,6.8072842,1.9477,0.0796,-0.0796,14600.0,520.0,-520.0,31.15,13.7,-16.7,1156.0,5182.0,200.0,-182.0,1.824,0.799,-0.976
0.0,2.136577151,2.4682,0.0331,-0.0331,79100.0,710.0,-710.0,43.89,9.69,-6.45,1311.0,5457.0,164.0,-164.0,0.905,0.2,-0.133
0.0,2.638432816,2.42989,0.00854,-0.00854,48500.0,126.0,-126.0,49.77,9.97,-15.0,1933.0,6502.0,155.0,-175.0,1.753,0.351,-0.527
0.0,11.99100036,6.4648,0.0104,-0.0104,376000.0,558.0,-558.0,78.78,22.8,-18.6,897.0,5988.0,197.0,-197.0,1.13,0.327,-0.267
0.0,2.03746414,2.895,0.236,-0.236,139.0,11.8,-11.8,1.12,0.36,-0.12,1474.0,6117.0,182.0,-200.0,0.947,0.308,-0.096
0.0,37.80694072,3.84264,0.00293,-0.00293,106000.0,46.5,-46.5,72.01,22.6,-8.08,617.0,6387.0,172.0,-211.0,1.105,0.347,-0.124
0.0,12.42555055,28.492,0.455,-0.455,409.0,5.7,-5.7,3.79,1.06,-1.07,1027.0,6381.0,155.0,-214.0,1.423,0.402,-0.402
0.0,12.42592247,31.5,0.249,-0.249,8710.0,50.9,-50.9,79.21,14.2,-28.4,1547.0,4849.0,48.0,-115.0,6.952,1.248,-2.496
0.0,12.4237327,18.15,1.9,-1.9,30.1,4.3,-4.3,1.12,0.88,-0.72,1057.0,5221.0,127.0,-116.0,2.067,1.636,-1.33
0.0,94.38163,11.87,2.8,-2.8,91.2,16.3,-16.3,2.04,1.62,-1.31,537.0,5221.0,127.0,-116.0,2.067,1.636,-1.33
1.0,7.5844241,3.918,0.125,-0.125,1010.0,47.0,-47.0,5.83,1.78,-1.59,1228.0,6264.0,177.0,-265.0,1.651,0.502,-0.451
0.0,210.899577,2.167,0.428,-0.428,3350.0,477.0,-477.0,4.85,1.83,-0.49,268.0,5332.0,211.0,-164.0,0.843,0.319,-0.084
0.0,3.103730697,6.93402,0.00173,-0.00173,369000.0,86.4,-86.4,75.28,24.2,-8.62,1340.0,6075.0,169.0,-211.0,1.091,0.35,-0.125
0.0,253.40538,7.43,1.6,-1.6,241.0,49.6,-49.6,2.69,1.61,-0.55,443.0,7304.0,228.0,-341.0,1.69,1.008,-0.345
0.0,5.110771787,2.48392,0.00863,-0.00863,50700.0,156.0,-156.0,26.98,8.33,-2.78,1048.0,6029.0,163.0,-181.0,0.894,0.276,-0.092
0.0,1.463773705,1.9123,0.0288,-0.0288,64800.0,620.0,-620.0,21.79,2.05,-1.83,1329.0,5446.0,162.0,-162.0,0.668,0.063,-0.056
0.0,4.46255312,14.0957,0.0707,-0.0707,22700.0,183.0,-183.0,52.74,29.7,-16.0,1795.0,4847.0,147.0,-110.0,3.619,2.041,-1.099
0.0,3.026764871,4.32532,0.00322,-0.00322,66700.0,53.8,-53.8,26.36,7.81,-2.79,1360.0,6283.0,150.0,-206.0,1.01,0.299,-0.107
0.0,3.840130917,2.8951,0.0233,-0.0233,60400.0,276.0,-276.0,33.44,9.95,-4.99,1205.0,5931.0,160.0,-196.0,1.012,0.301,-0.151
0.0,5.554227226,4.77434,0.00376,-0.00376,142000.0,115.0,-115.0,31.71,6.81,-4.55,930.0,5433.0,145.0,-145.0,0.843,0.181,-0.121
0.0,1.570919281,3.2232,0.0141,-0.0141,65100.0,238.0,-238.0,59.12,18.5,-9.92,1797.0,6192.0,194.0,-237.0,1.162,0.363,-0.195
0.0,35.08976902,3.9623,0.0277,-0.0277,5750.0,40.1,-40.1,33.1,8.61,-2.86,501.0,5603.0,152.0,-169.0,0.846,0.22,-0.073
0.0,5.233450136,8.57374,0.00258,-0.00258,430000.0,118.0,-118.0,70.33,21.0,-7.49,1050.0,5841.0,164.0,-205.0,0.977,0.291,-0.104
0.0,3.6037011,2.994,0.111,-0.111,16100.0,568.0,-568.0,66.94,20.0,-29.9,1464.0,5633.0,203.0,-169.0,1.547,0.461,-0.691
0.0,3.518356021,6.90375,0.00218,-0.00218,317000.0,83.0,-83.0,64.49,18.6,-7.96,1266.0,6201.0,175.0,-219.0,0.989,0.285,-0.122
0.0,2.6160943,21.34,4.0,-4.0,29.3,3.1,-3.1,0.81,0.46,-0.17,1744.0,6645.0,170.0,-278.0,1.42,0.814,-0.294
0.0,2.404386969,7.40348,0.00058,-0.00058,313000.0,86.4,-86.4,79.72,22.5,-15.0,1670.0,6466.0,145.0,-178.0,1.21,0.341,-0.227
0.0,4.390513938,2.9472,0.0157,-0.0157,46800.0,208.0,-208.0,41.83,12.1,-13.4,1401.0,6081.0,165.0,-183.0,1.454,0.422,-0.464
0.0,7.384681,3.548,0.279,-0.279,143.0,15.3,-15.3,1.22,0.42,-0.14,1000.0,6174.0,185.0,-203.0,1.021,0.349,-0.116
1.0,21.0907909,4.751,0.159,-0.159,418.0,24.1,-24.1,1.88,0.48,-0.16,606.0,5723.0,154.0,-154.0,0.818,0.205,-0.073
0.0,3.371796653,3.4421,0.0185,-0.0185,367000.0,832.0,-832.0,306.28,75.2,-40.6,1155.0,5615.0,169.0,-152.0,0.912,0.224,-0.121
0.0,1.927177921,2.7742,0.0294,-0.0294,136000.0,875.0,-875.0,28.94,3.29,-3.29,1219.0,5193.0,168.0,-138.0,0.774,0.088,-0.088
0.0,0.575925434,2.4676,0.0128,-0.0128,137000.0,490.0,-490.0,38.24,4.42,-3.19,1834.0,5461.0,181.0,-164.0,0.683,0.079,-0.057
0.0,496.17566,11.63,2.3,-2.3,293.0,40.6,-40.6,3.46,1.3,-1.24,358.0,6643.0,184.0,-252.0,1.976,0.737,-0.711
0.0,6.256352128,2.3512,0.0258,-0.0258,3290.0,31.2,-31.2,30.76,8.68,-2.91,918.0,5772.0,155.0,-172.0,0.836,0.236,-0.079
1.0,16.17803,5.18,5.9,-5.9,449.0,2270.0,-2270.0,2.25,0.7,-0.3,754.0,5929.0,160.0,-196.0,1.069,0.33,-0.141
0.0,2.37795507,2.4329,0.013,-0.013,4390.0,18.9,-18.9,92.61,34.1,-27.9,2965.0,9565.0,302.0,-416.0,2.286,0.841,-0.688
0.0,2.053866175,4.8045,0.0163,-0.0163,5020.0,15.7,-15.7,158.25,72.7,-48.5,2528.0,5051.0,127.0,-114.0,4.089,1.879,-1.253
0.0,36.5521313,2.481,0.389,-0.389,283.0,43.4,-43.4,0.9,0.05,-0.06,361.0,4722.0,131.0,-144.0,0.527,0.027,-0.037
0.0,5.177577252,2.4777,,,1330.0,,,73.82,22.4,-13.8,1671.0,7429.0,206.0,-335.0,1.796,0.545,-0.336
0.0,4.08029328,2.8343,0.0702,-0.0702,1130.0,34.9,-34.9,2.92,1.22,-0.23,1044.0,5619.0,173.0,-156.0,0.874,0.366,-0.067
1.0,104.3519624,3.695,0.141,-0.141,244.0,16.3,-16.3,1.39,0.2,-0.06,355.0,5650.0,112.0,-112.0,0.87,0.124,-0.039
0.0,469.52303,5.487,0.565,-0.565,356.0,41.6,-41.6,2.1,0.71,-0.23,252.0,6197.0,172.0,-216.0,1.035,0.349,-0.116
0.0,11.83271013,6.152,0.922,-0.922,176.0,28.0,-28.0,1.17,0.3,-0.1,728.0,5639.0,169.0,-169.0,0.859,0.22,-0.073
0.0,32.66996259,3.581,,,365.0,,,1.37,0.13,-0.09,428.0,4871.0,145.0,-145.0,0.741,0.068,-0.05
0.0,19.93364711,8.6122,0.0059,-0.0059,175000.0,108.0,-108.0,75.88,21.9,-16.5,848.0,6505.0,181.0,-250.0,1.29,0.373,-0.28
0.0,1.071911311,3.8559,0.0141,-0.0141,9820.0,29.5,-29.5,40.32,10.5,-7.0,1809.0,5885.0,177.0,-177.0,0.933,0.242,-0.162
0.0,18.0196514,5.08572,0.00156,-0.00156,177000.0,71.9,-71.9,31.77,4.53,-1.93,544.0,5278.0,157.0,-141.0,0.659,0.094,-0.04
0.0,117.934158,9.25,1.4,-1.4,188.0,17.3,-17.3,3.76,0.7,-1.4,648.0,6790.0,184.0,-225.0,2.597,0.485,-0.97
0.0,4.032762189,4.14212,0.00279,-0.00279,119000.0,113.0,-113.0,35.22,10.2,-5.09,1173.0,5960.0,161.0,-161.0,0.962,0.278,-0.139
0.0,2.371589507,3.5116,0.0285,-0.0285,235000.0,805.0,-805.0,88.22,9.84,-3.96,1043.0,5340.0,161.0,-145.0,0.601,0.067,-0.027
0.0,5.09112124,2.159,0.236,-0.236,115.0,12.5,-12.5,3.58,0.45,-1.33,2044.0,6705.0,212.0,-236.0,3.293,0.408,-1.225
0.0,4.206070484,10.6988,0.0273,-0.0273,120000.0,275.0,-275.0,172.66,42.8,-79.4,2547.0,8212.0,229.0,-343.0,3.185,0.789,-1.465
0.0,0.905677864,2.2432,0.0304,-0.0304,3670.0,42.0,-42.0,325.51,92.2,-123.0,3989.0,5037.0,50.0,-130.0,7.553,2.138,-2.851
0.0,94.219289,24.312,0.476,-0.476,1030.0,28.6,-28.6,2.15,0.15,-0.19,285.0,4641.0,139.0,-125.0,0.694,0.05,-0.061
0.0,297.113395,4.529,0.758,-0.758,275.0,36.4,-36.4,5.37,0.98,-2.3,509.0,6626.0,146.0,-201.0,3.206,0.588,-1.374
1.0,180.921729,8.99,0.377,-0.377,742.0,50.4,-50.4,2.3,0.54,-0.19,302.0,5818.0,139.0,-157.0,0.848,0.199,-0.071
0.0,4.478116695,3.357,0.00151,-0.00151,118000.0,52.7,-52.7,38.85,11.8,-4.7,1218.0,6304.0,169.0,-225.0,1.058,0.32,-0.128
0.0,0.579108481,1.659,0.314,-0.314,68.4,9.9,-9.9,0.42,0.03,-0.03,1377.0,4604.0,138.0,-152.0,0.501,0.028,-0.034
0.0,1.27620899,2.169,0.246,-0.246,186.0,18.5,-18.5,1.46,0.44,-0.18,1851.0,6304.0,169.0,-225.0,1.058,0.32,-0.128
0.0,528.50344,6.394,0.626,-0.626,134.0,14.0,-14.0,2.2,1.25,-0.49,354.0,7102.0,187.0,-253.0,1.874,1.068,-0.417
0.0,2.027383251,1.5528,0.0185,-0.0185,3860.0,32.6,-32.6,31.12,8.28,-4.84,1352.0,5544.0,183.0,-166.0,0.875,0.233,-0.136
0.0,10.73370737,7.6706,0.0467,-0.0467,6160.0,34.9,-34.9,18.7,3.73,-8.1,1171.0,5971.0,183.0,-201.0,2.003,0.4,-0.868
0.0,9.449438672,5.5479,0.0315,-0.0315,12900.0,69.3,-69.3,60.59,16.3,-14.7,1152.0,6558.0,162.0,-194.0,1.431,0.384,-0.346
0.0,8.752913958,3.4546,0.0183,-0.0183,41800.0,155.0,-155.0,119.91,24.3,-48.5,1635.0,7279.0,226.0,-327.0,2.624,0.531,-1.061
0.0,1.985586627,2.53163,0.00387,-0.00387,72600.0,71.2,-71.2,105.22,14.1,-39.5,2796.0,6651.0,180.0,-180.0,3.219,0.431,-1.208
0.0,16.57902805,7.803,0.0139,-0.0139,38000.0,57.5,-57.5,49.01,9.44,-17.5,1062.0,5870.0,175.0,-146.0,2.3,0.443,-0.823
0.0,513.42784,6.278,0.836,-0.836,523.0,56.5,-56.5,14.87,2.43,-4.53,424.0,4833.0,50.0,-101.0,6.065,0.995,-1.848
0.0,2.064900876,6.8769,0.0299,-0.0299,10900.0,36.8,-36.8,38.19,10.8,-3.86,1357.0,5714.0,152.0,-169.0,0.901,0.254,-0.091
0.0,9.751720174,16.1937,0.0156,-0.0156,333000.0,268.0,-268.0,182.09,84.8,-56.5,1356.0,5147.0,129.0,-116.0,3.145,1.465,-0.976
1.0,19.672324,4.812,0.181,-0.181,650.0,33.9,-33.9,4.07,1.1,-1.11,908.0,6486.0,181.0,-227.0,1.485,0.402,-0.402
1.0,32.657035,5.953,0.239,-0.239,620.0,37.1,-37.1,3.73,1.01,-1.01,767.0,6486.0,181.0,-227.0,1.485,0.402,-0.402
0.0,4.592401261,4.96038,0.00157,-0.00157,87400.0,18.3,-18.3,52.18,16.5,-11.0,1678.0,7201.0,228.0,-314.0,1.724,0.546,-0.364
0.0,6.70995253,2.297,0.2,-0.2,86.0,10.3,-10.3,1.1,0.33,-0.14,1120.0,6461.0,145.0,-193.0,1.131,0.339,-0.145
0.0,5.776794344,6.33505,0.00134,-0.00134,122000.0,18.9,-18.9,129.2,26.0,-56.4,2249.0,7666.0,212.0,-334.0,3.601,0.725,-1.571
0.0,0.503199724,1.117,0.187,-0.187,276.0,36.9,-36.9,1.06,0.05,-0.11,1363.0,4013.0,140.0,-154.0,0.63,0.029,-0.064
0.0,4.768540307,0.9938,,,348.0,,,1.84,0.49,-0.28,1010.0,5491.0,164.0,-164.0,0.887,0.235,-0.137
0.0,73.91858615,6.9735,0.0201,-0.0201,184000.0,260.0,-260.0,89.96,29.7,-11.9,484.0,6300.0,169.0,-225.0,1.057,0.349,-0.14
0.0,2.38793696,17.302,0.735,-0.735,114.0,3.8,-3.8,25.56,7.33,-2.62,1674.0,6769.0,165.0,-259.0,1.161,0.333,-0.119
0.0,589.17968,10.2,2.3,-2.3,253.0,37.9,-37.9,4.91,2.18,-2.48,330.0,5295.0,191.0,-211.0,3.152,1.403,-1.594
0.0,4.618767943,6.03,0.0105,-0.0105,32600.0,55.8,-55.8,32.36,8.0,-14.8,1565.0,6195.0,169.0,-187.0,1.781,0.44,-0.816
0.0,3.60727417,14.0841,0.0439,-0.0439,842000.0,1510.0,-1510.0,221.55,59.3,-65.9,1833.0,7026.0,216.0,-312.0,1.785,0.478,-0.531
0.0,2.565717939,1.7084,0.052,-0.052,1940.0,52.1,-52.1,180.8,21.8,-87.2,4607.0,11360.0,587.0,-1762.0,4.712,0.568,-2.273
0.0,22.05274533,5.5924,0.0202,-0.0202,13900.0,47.1,-47.1,32.56,6.55,-2.81,552.0,5510.0,192.0,-192.0,0.741,0.149,-0.064
0.0,2.881338104,3.5943,0.0408,-0.0408,2530.0,27.3,-27.3,31.58,9.4,-2.94,1206.0,5783.0,163.0,-204.0,0.88,0.262,-0.082
0.0,4.078355243,6.4649,0.0422,-0.0422,36100.0,141.0,-141.0,16.73,4.26,-1.97,1113.0,5872.0,177.0,-195.0,0.867,0.221,-0.102
0.0,7.73590441,4.4389,0.0994,-0.0994,465.0,9.5,-9.5,21.3,6.54,-1.73,884.0,5927.0,141.0,-159.0,0.86,0.264,-0.07
0.0,3.530164642,4.11466,0.00974,-0.00974,69900.0,118.0,-118.0,35.71,11.3,-7.52,1465.0,6208.0,167.0,-223.0,1.344,0.424,-0.283
0.0,94.225938,22.08,0.532,-0.532,530.0,22.1,-22.1,1.93,0.45,-0.14,348.0,5421.0,164.0,-164.0,0.852,0.198,-0.062
0.0,395.07333,7.844,0.556,-0.556,645.0,48.0,-48.0,230.33,7.6,-43.1,1406.0,3599.0,80.0,-98.0,98.38,3.247,-18.397
0.0,1.51918335,5.45573,0.00804,-0.00804,500000.0,796.0,-796.0,128.17,34.6,-34.6,2517.0,7426.0,233.0,-311.0,1.698,0.458,-0.458
0.0,2.745910734,4.02594,0.00177,-0.00177,287000.0,120.0,-120.0,61.16,17.4,-10.7,1221.0,5372.0,177.0,-160.0,0.96,0.273,-0.168
0.0,1.608363345,2.1988,0.0125,-0.0125,96100.0,486.0,-486.0,19.36,1.34,-1.22,1133.0,5022.0,151.0,-151.0,0.589,0.041,-0.037
0.0,5.746017234,3.6347,0.014,-0.014,29200.0,87.4,-87.4,29.32,8.52,-4.25,1042.0,5940.0,160.0,-178.0,0.96,0.279,-0.139
0.0,3.963787093,3.10316,0.00845,-0.00845,25000.0,55.7,-55.7,28.11,9.82,-3.26,1389.0,6617.0,186.0,-255.0,1.18,0.412,-0.137
0.0,1.759208679,4.60837,0.00322,-0.00322,362000.0,221.0,-221.0,66.06,19.3,-8.25,1475.0,5721.0,173.0,-190.0,0.961,0.281,-0.12
0.0,6.496031958,5.21924,0.00326,-0.00326,109000.0,74.1,-74.1,32.33,9.2,-6.12,957.0,5516.0,166.0,-149.0,0.988,0.281,-0.187
0.0,4.012537983,2.0101,0.0302,-0.0302,19800.0,180.0,-180.0,9.96,0.71,-0.98,765.0,4483.0,120.0,-133.0,0.63,0.045,-0.062
0.0,1.594162001,5.4958,0.0183,-0.0183,9880.0,28.8,-28.8,26.11,5.29,-3.51,1419.0,5388.0,159.0,-159.0,0.885,0.179,-0.119
0.0,10.23893988,3.4851,0.015,-0.015,3150.0,9.8,-9.8,22.09,5.58,-9.04,1190.0,6244.0,203.0,-248.0,1.807,0.456,-0.74
0.0,5.499941387,5.1339,0.0132,-0.0132,40100.0,92.8,-92.8,23.34,7.46,-2.99,1202.0,6435.0,153.0,-211.0,1.157,0.37,-0.148
0.0,8.667826242,5.06514,0.00075,-0.00075,43500.0,12.8,-12.8,37.51,11.6,-8.73,1225.0,6712.0,161.0,-242.0,1.538,0.477,-0.358
0.0,265.2996227,8.8452,0.0187,-0.0187,100000.0,276.0,-276.0,33.81,8.81,-2.94,270.0,5873.0,139.0,-174.0,0.863,0.225,-0.075
0.0,265.2999623,8.8577,0.0565,-0.0565,31800.0,263.0,-263.0,25.56,8.0,-2.67,296.0,6108.0,165.0,-220.0,0.997,0.312,-0.104
0.0,98.1020983,1.225,0.233,-0.233,184.0,39.6,-39.6,1.97,1.11,-0.4,525.0,6669.0,152.0,-235.0,1.427,0.809,-0.287
0.0,182.467019,7.607,0.912,-0.912,1020.0,163.0,-163.0,3.73,2.56,-0.42,364.0,6299.0,143.0,-230.0,1.167,0.801,-0.13
0.0,11.41437505,6.276,0.206,-0.206,46000.0,1570.0,-1570.0,44.08,13.0,-8.64,1128.0,6826.0,152.0,-220.0,1.52,0.447,-0.298
0.0,151.31847,16.45,2.4,-2.4,105.0,26.7,-26.7,1.13,0.4,-0.17,373.0,6003.0,152.0,-166.0,1.085,0.388,-0.161
0.0,10.4032399,23.85,0.122,-0.122,1060.0,4.8,-4.8,51.47,11.1,-12.3,1104.0,6428.0,155.0,-194.0,1.436,0.311,-0.342
0.0,1.853209359,1.7543,0.00965,-0.00965,12300.0,51.3,-51.3,32.99,8.44,-12.7,2100.0,6384.0,181.0,-227.0,1.716,0.439,-0.658
0.0,14.66769462,2.4462,0.0379,-0.0379,29900.0,406.0,-406.0,145.18,17.4,-69.7,1552.0,7517.0,235.0,-314.0,3.226,0.387,-1.548
0.0,11.4132144,2.371,0.266,-0.266,76.4,8.8,-8.8,1.03,0.33,-0.17,925.0,6188.0,166.0,-203.0,1.155,0.363,-0.195
0.0,172.178768,1.19,0.309,-0.309,501.0,117.0,-117.0,2.29,1.01,-0.22,349.0,6208.0,156.0,-202.0,1.009,0.445,-0.094
0.0,13.78752053,2.55435,0.00192,-0.00192,13000.0,3.3,-3.3,25.33,4.26,-2.3,921.0,6399.0,70.0,-89.0,1.289,0.217,-0.117
0.0,8.2904597,2.6002,0.0169,-0.0169,173000.0,860.0,-860.0,23.96,1.82,-1.99,594.0,4601.0,162.0,-178.0,0.566,0.043,-0.047
0.0,8.214204254,4.5905,0.012,-0.012,74200.0,136.0,-136.0,42.29,9.23,-3.99,798.0,5654.0,178.0,-198.0,0.774,0.169,-0.073
0.0,15.71377375,7.464,0.331,-0.331,9480.0,166.0,-166.0,10.85,2.97,-1.36,728.0,5812.0,156.0,-174.0,0.96,0.262,-0.121
0.0,5.918619554,3.94804,0.00396,-0.00396,94100.0,103.0,-103.0,29.98,9.64,-3.21,1009.0,5957.0,176.0,-211.0,0.971,0.312,-0.104
0.0,3.319523463,3.3465,0.0209,-0.0209,38800.0,181.0,-181.0,38.37,9.36,-3.11,1108.0,5761.0,155.0,-155.0,0.791,0.193,-0.064
0.0,5.874197307,4.26585,0.00253,-0.00253,206000.0,99.2,-99.2,59.2,18.3,-9.84,1112.0,6103.0,190.0,-212.0,1.083,0.334,-0.18
0.0,19.7959731,5.342,0.141,-0.141,334.0,22.5,-22.5,3.47,1.04,-1.04,1014.0,6731.0,189.0,-259.0,1.876,0.563,-0.563
0.0,5.614892073,3.7294,0.0401,-0.0401,2370.0,22.8,-22.8,1192.79,45.6,-258.0,4097.0,4289.0,95.0,-116.0,35.695,1.364,-7.731
1.0,12.2064304,2.407,0.126,-0.126,1340.0,92.3,-92.3,5.41,2.22,-2.45,895.0,5254.0,203.0,-166.0,1.514,0.623,-0.685
1.0,6.6513189,2.135,0.151,-0.151,1060.0,80.0,-80.0,4.81,1.98,-2.18,1095.0,5254.0,203.0,-166.0,1.514,0.623,-0.685
0.0,3.905532605,6.8091,0.0192,-0.0192,73100.0,236.0,-236.0,21.37,4.07,-2.19,1017.0,5495.0,149.0,-149.0,0.798,0.152,-0.082
1.0,210.631486,8.419,0.223,-0.223,1660.0,65.2,-65.2,3.23,0.17,-0.13,234.0,4895.0,78.0,-78.0,0.759,0.041,-0.03
1.0,0.766691517,1.2638,0.0507,-0.0507,244.0,10.1,-10.1,1.22,0.05,-0.08,1541.0,4821.0,76.0,-76.0,0.788,0.028,-0.051
0.0,5.2438528,10.539,0.566,-0.566,136.0,8.8,-8.8,1.11,0.33,-0.13,1016.0,5815.0,175.0,-210.0,0.918,0.275,-0.11
0.0,6.474202359,3.35989,0.00583,-0.00583,203000.0,206.0,-206.0,28.96,2.51,-2.27,717.0,4947.0,148.0,-148.0,0.624,0.054,-0.049
0.0,8.4803048,7.5348,0.0541,-0.0541,2670.0,47.8,-47.8,4.13,0.96,-0.38,777.0,5478.0,180.0,-164.0,0.812,0.188,-0.075
0.0,8.947426242,4.89701,0.00141,-0.00141,86000.0,9.8,-9.8,45.87,10.4,-11.4,1141.0,6297.0,177.0,-221.0,1.506,0.341,-0.375
0.0,9.93443795,8.098,0.109,-0.109,2750.0,34.7,-34.7,35.54,7.73,-3.31,830.0,5763.0,154.0,-206.0,0.998,0.217,-0.093
0.0,2.173552528,1.6107,0.0679,-0.0679,3030.0,102.0,-102.0,23.51,1.66,-1.5,1025.0,5008.0,166.0,-151.0,0.594,0.042,-0.038
0.0,10.15771597,2.9526,0.0225,-0.0225,9520.0,67.2,-67.2,42.27,13.1,-4.07,853.0,5993.0,193.0,-241.0,0.986,0.305,-0.095
0.0,404.701927,3.981,0.458,-0.458,236.0,33.1,-33.1,1.94,1.33,-0.28,298.0,6443.0,153.0,-215.0,1.248,0.855,-0.182
0.0,0.779609509,4.013,0.208,-0.208,88.5,5.5,-5.5,1.07,0.32,-0.18,2097.0,5899.0,184.0,-205.0,1.07,0.322,-0.173
0.0,2.103239235,7.08365,0.00326,-0.00326,315000.0,91.1,-91.1,64.15,20.2,-6.71,1470.0,6074.0,163.0,-200.0,0.965,0.303,-0.101
1.0,184.262741,11.94,0.233,-0.233,292.0,14.2,-14.2,2.57,0.44,-0.43,380.0,6115.0,122.0,-135.0,1.291,0.216,-0.216
1.0,20.9569985,3.493,0.134,-0.134,1920.0,90.9,-90.9,2.38,0.15,-0.11,363.0,3891.0,70.0,-86.0,0.564,0.035,-0.026
0.0,15.24933591,3.82224,0.00786,-0.00786,34600.0,58.2,-58.2,45.92,14.7,-7.34,875.0,6385.0,160.0,-192.0,1.189,0.38,-0.19
0.0,4.816610903,3.82353,0.00743,-0.00743,80200.0,134.0,-134.0,26.15,6.86,-3.18,1050.0,5796.0,143.0,-158.0,0.904,0.237,-0.11
0.0,2.305903447,3.3828,,,23300.0,,,39.04,13.5,-13.5,3147.0,9696.0,272.0,-467.0,2.492,0.86,-0.86
0.0,1.814128042,3.0646,0.025,-0.025,2060.0,14.8,-14.8,426.98,87.6,-163.0,3773.0,4822.0,38.0,-115.0,12.899,2.647,-4.915
0.0,1.247121237,9.363,0.213,-0.213,967.0,12.9,-12.9,18.39,1.64,-1.64,1237.0,4852.0,145.0,-131.0,0.651,0.058,-0.058
0.0,4.128795314,2.771,0.00465,-0.00465,155000.0,113.0,-113.0,52.0,14.0,-11.5,1244.0,5949.0,160.0,-160.0,1.083,0.292,-0.239
0.0,3.269176601,2.7233,0.0162,-0.0162,59100.0,128.0,-128.0,164.61,54.0,-18.0,1349.0,6372.0,170.0,-207.0,1.015,0.333,-0.111
0.0,15.99509405,8.45037,0.00572,-0.00572,44300.0,26.4,-26.4,17.09,4.63,-1.23,676.0,5899.0,159.0,-177.0,0.805,0.218,-0.058
0.0,0.70914232,1.936,0.22,-0.22,2560.0,151.0,-151.0,7.27,1.32,-0.69,1685.0,5350.0,168.0,-151.0,0.693,0.126,-0.066
0.0,9.86869589,2.876,0.27,-0.27,5920.0,434.0,-434.0,21.68,6.35,-5.77,1332.0,7301.0,230.0,-307.0,1.717,0.503,-0.457
0.0,0.978362973,1.206,0.127,-0.127,37.1,2.9,-2.9,1.04,0.33,-0.22,2772.0,7193.0,200.0,-300.0,1.671,0.525,-0.35
1.0,37.6333868,4.49,0.221,-0.221,1660.0,98.0,-98.0,2.25,0.14,-0.1,299.0,3891.0,70.0,-86.0,0.564,0.035,-0.026
0.0,15.0367776,3.042,0.346,-0.346,504.0,56.1,-56.1,8.02,0.45,-0.58,381.0,3729.0,75.0,-67.0,0.514,0.029,-0.037
1.0,12.25384348,2.373,0.198,-0.198,148.0,14.3,-14.3,1.0,0.13,-0.03,678.0,5413.0,73.0,-81.0,0.82,0.1,-0.027
0.0,22.16127178,3.699,0.0868,-0.0868,5260.0,110.0,-110.0,69.44,14.8,-22.1,877.0,5893.0,162.0,-133.0,1.745,0.371,-0.556
0.0,2.745121487,2.9845,0.0769,-0.0769,14600.0,286.0,-286.0,9.55,1.0,-0.58,893.0,4608.0,163.0,-163.0,0.658,0.069,-0.04
0.0,282.9656538,21.4259,0.0222,-0.0222,468000.0,418.0,-418.0,71.61,22.4,-7.47,280.0,5999.0,162.0,-217.0,0.959,0.3,-0.1
0.0,37.32030954,6.9616,0.0506,-0.0506,4330.0,31.7,-31.7,36.96,11.7,-3.89,538.0,5910.0,164.0,-184.0,0.94,0.297,-0.099
0.0,5.889372452,4.94674,0.00088,-0.00088,56800.0,16.6,-16.6,50.78,13.0,-17.4,1695.0,7249.0,201.0,-302.0,2.071,0.531,-0.708
0.0,2.581595167,4.9153,0.0237,-0.0237,171000.0,614.0,-614.0,40.94,11.6,-6.25,1328.0,5720.0,152.0,-169.0,0.989,0.28,-0.151
0.0,0.566801886,5.733,0.63,-0.63,5.9,0.9,-0.9,0.54,0.31,-0.1,3862.0,7589.0,230.0,-303.0,2.169,1.25,-0.387
0.0,180.71809,10.85,1.8,-1.8,31.2,5.2,-5.2,1.28,0.81,-0.2,546.0,7608.0,223.0,-312.0,1.991,1.258,-0.309
0.0,6.5583706,3.286,0.217,-0.217,136.0,8.5,-8.5,39.06,6.74,-8.24,1283.0,6144.0,86.0,-74.0,1.606,0.277,-0.339
0.0,434.39148,13.02,1.3,-1.3,120.0,12.2,-12.2,1.59,0.65,-0.15,236.0,5971.0,147.0,-150.0,0.868,0.359,-0.078
0.0,73.26417,5.54,2.6,-2.6,38.4,19.5,-19.5,1.32,0.07,-0.08,584.0,5424.0,74.0,-74.0,2.11,0.11,-0.13
1.0,11.3220104,5.86,0.84,-0.84,17.1,2.1,-2.1,0.91,0.3,-0.42,1215.0,6003.0,202.0,-199.0,2.193,0.721,-1.02
0.0,681.9363102,7.94066,0.00192,-0.00192,187000.0,39.5,-39.5,61.52,27.6,-6.07,220.0,6095.0,136.0,-177.0,1.035,0.464,-0.102
0.0,0.705891195,5.281,0.298,-0.298,15.0,6.2,-6.2,1.0,0.34,-0.34,4884.0,10346.0,286.0,-464.0,2.449,0.838,-0.838
